USER ID : 1006 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAECMYJxjqAjIJCAAQIxgnGOoCMgkIARAjGCcY6gIyCQgCECMYJxjqAjIJCAMQIxgnGOoCMgkIBBAjGCcY6gIyCQgFECMYJxjqAjIJCAYQIxgnGOoCMgkIBxAjGCcY6gLSAQwzMDY3MjU3NWowajeoAgiwAgE&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Mon Feb 05 2024 18:19:28 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgGECMYJxjqAjIJCAAQIxgnGOoCMgkIARAjGCcY6gIyCQgCECMYJxjqAjIJCAMQIxgnGOoCMgkIBBAjGCcY6gIyCQgFECMYJxjqAjIJCAYQIxgnGOoCMgkIBxAjGCcY6gLSAQ0xMDQ3NjcxMDhqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Tue Feb 06 2024 14:54:26 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Tue Feb 06 2024 15:16:06 GMT+0530 (India Standard Time)
USER ID : 1004 | URL :https://www.amazon.in/b/?_encoding=UTF8&node=1380442031&pd_rd_w=BFbpw&content-id=amzn1.sym.b736d31c-4af1-4881-af3a-127c98dea127&pf_rd_p=b736d31c-4af1-4881-af3a-127c98dea127&pf_rd_r=CF7GV0NM7W8J29NR9WGD&pd_rd_wg=h5deZ&pd_rd_r=5dd96e18-891a-44cc-afdf-9088eb69a423&ref_=pd_gw_unk | TIME OF ACCESS : Tue Feb 06 2024 15:57:56 GMT+0530 (India Standard Time)
USER ID : 1004 | URL :https://www.amazon.in/alm/storefront?almBrandId=ctnow&ref_=nav_cs_fresh | TIME OF ACCESS : Tue Feb 06 2024 16:00:06 GMT+0530 (India Standard Time)
USER ID : 1004 | URL :https://www.amazon.in/gp/bestsellers/?ref_=nav_cs_bestsellers | TIME OF ACCESS : Tue Feb 06 2024 16:00:46 GMT+0530 (India Standard Time)
USER ID : 1004 | URL :https://www.mozilla.org/en-US/firefox/new/ | TIME OF ACCESS : Tue Feb 06 2024 16:01:28 GMT+0530 (India Standard Time)
USER ID : 1004 | URL :https://webmail.sumagoinfotech.in/webmaillogout.cgi | TIME OF ACCESS : Tue Feb 06 2024 16:02:40 GMT+0530 (India Standard Time)
USER ID : 1006 | URL :https://localhost:44363/Login/login | TIME OF ACCESS : Tue Feb 06 2024 16:03:30 GMT+0530 (India Standard Time)
USER ID : 1006 | URL :edge://newtab/ | TIME OF ACCESS : Tue Feb 06 2024 16:03:30 GMT+0530 (India Standard Time)
USER ID : 1006 | URL :https://www.facebook.com/ | TIME OF ACCESS : Tue Feb 06 2024 16:06:16 GMT+0530 (India Standard Time)
USER ID : 1006 | URL :https://www.google.com/ | TIME OF ACCESS : Tue Feb 06 2024 16:06:40 GMT+0530 (India Standard Time)
USER ID : 1006 | URL :https://www.google.com/search?client=firefox-b-d&q=insta | TIME OF ACCESS : Tue Feb 06 2024 16:06:57 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Wed Feb 07 2024 10:53:55 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Wed Feb 07 2024 11:31:51 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Wed Feb 07 2024 11:32:01 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://www.google.com/search?q=what is generic repository in .net core 8.0&rlz=1C1ONGR_enIN1085IN1086&oq=what is generic repository in .net core 8.0&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQIRigAdIBCTM1MzgzajBqN6gCALACAA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Wed Feb 07 2024 12:14:21 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://www.c-sharpcorner.com/article/generic-repository-pattern-in-asp-net-core/ | TIME OF ACCESS : Wed Feb 07 2024 12:14:41 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://dotnettutorials.net/lesson/generic-repository-pattern-csharp-mvc/ | TIME OF ACCESS : Wed Feb 07 2024 12:15:51 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://localhost:44363/Login/Logout | TIME OF ACCESS : Wed Feb 07 2024 12:36:21 GMT+0530 (India Standard Time)
USER ID : 1007 | URL :https://dotnettutorials.net/lesson/generic-repository-pattern-csharp-mvc/#google_vignette | TIME OF ACCESS : Wed Feb 07 2024 12:36:41 GMT+0530 (India Standard Time)
USER ID : 1006 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Wed Feb 07 2024 12:41:41 GMT+0530 (India Standard Time)
USER ID : 1004 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Thu Feb 08 2024 09:55:26 GMT+0530 (India Standard Time)
USER ID : 1004 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Thu Feb 08 2024 09:56:16 GMT+0530 (India Standard Time)
USER ID : 1004 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Thu Feb 08 2024 09:56:26 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 10:58:10 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 11:02:33 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 11:06:14 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :chrome://newtab/ | TIME OF ACCESS : Fri Feb 09 2024 11:06:14 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.amazon.com/ | TIME OF ACCESS : Fri Feb 09 2024 11:06:54 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.flipkart.com/ | TIME OF ACCESS : Fri Feb 09 2024 11:07:24 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.flipkart.com/furniture/shelves/pr?sid=wwe,vmc&hpid=YuDPfy3AGeX6pQHclNyN5Kp7_Hsxr70nj65vMAAFKlc=&ctx=eyJjYXJkQ29udGV4dCI6eyJhdHRyaWJ1dGVzIjp7InZhbHVlQ2FsbG91dCI6eyJtdWx0aVZhbHVlZEF0dHJpYnV0ZSI6eyJrZXkiOiJ2YWx1ZUNhbGxvdXQiLCJpbmZlcmVuY2VUeXBlIjoiVkFMVUVfQ0FMTE9VVCIsInZhbHVlcyI6WyJGcm9tIOKCuTEsOTk5Il0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fSwiaGVyb1BpZCI6eyJzaW5nbGVWYWx1ZUF0dHJpYnV0ZSI6eyJrZXkiOiJoZXJvUGlkIiwiaW5mZXJlbmNlVHlwZSI6IlBJRCIsInZhbHVlIjoiQlNGRkdQSjMyVU5TU1VUSCIsInZhbHVlVHlwZSI6IlNJTkdMRV9WQUxVRUQifX0sInRpdGxlIjp7Im11bHRpVmFsdWVkQXR0cmlidXRlIjp7ImtleSI6InRpdGxlIiwiaW5mZXJlbmNlVHlwZSI6IlRJVExFIiwidmFsdWVzIjpbIkJvb2sgU2hlbGZzIl0sInZhbHVlVHlwZSI6Ik1VTFRJX1ZBTFVFRCJ9fX19fQ==&fm=neo/merchandising&iid=M_86222cb9-6840-4771-b2e1-050f56e564f7_12.DWRGWQISZZJC&ppt=hp&ppn=homepage&ssid=mookkdhb7k0000001707456804225&otracker=clp_omu_Livingroom+Furniture_2_12.dealCard.OMU_india-ka-furniture-studio-store_india-ka-furniture-studio-store_DWRGWQISZZJC_5&otracker1=clp_omu_PINNED_neo/merchandising_Livingroom+Furniture_NA_dealCard_cc_2_NA_view-all_5&cid=DWRGWQISZZJC | TIME OF ACCESS : Fri Feb 09 2024 11:08:24 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 11:09:04 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 09 2024 11:11:43 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :chrome://newtab/ | TIME OF ACCESS : Fri Feb 09 2024 11:11:43 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.google.com/search?q=samsung galaxy a55 5g&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMhEIARAAGAMYQhiPARi0AhjqAjIRCAIQABgDGEIYjwEYtAIY6gIyEQgDEAAYAxhCGI8BGLQCGOoCMhEIBBAAGAMYQhiPARi0AhjqAjIRCAUQABgDGEIYjwEYtAIY6gIyEQgGEAAYAxhCGI8BGLQCGOoCMg8IBxAuGAMYjwEYtAIY6gLSAQ0xNzQ3MzUxNzZqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 09 2024 11:11:53 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.google.com/search?q=sppu result&rlz=1C1ONGR_enIN1085IN1086&oq=spp&gs_lcrp=EgZjaHJvbWUqEggCEAAYQxiDARixAxiABBiKBTIUCAAQRRg5GEMYgwEYsQMYgAQYigUyGAgBEC4YQxiDARjHARixAxjRAxiABBiKBTISCAIQABhDGIMBGLEDGIAEGIoFMgcIAxAAGIAEMg0IBBAAGIMBGLEDGIAEMhIIBRAAGEMYgwEYsQMYgAQYigUyBwgGEAAYgAQyDQgHEAAYgwEYsQMYgAQyEggIEAAYQxiDARixAxiABBiKBdIBCDY4MDdqMGo3qAIAsAIA&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 09 2024 11:13:13 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 11:20:18 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.google.com/search?q=samsung galaxy a55 5g&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyEQgCEAAYAxhCGI8BGLQCGOoCMhEIAxAAGAMYQhiPARi0AhjqAjIRCAQQABgDGEIYjwEYtAIY6gIyEQgFEAAYAxhCGI8BGLQCGOoCMhEIBhAAGAMYQhiPARi0AhjqAjIRCAcQABgDGEIYjwEYtAIY6gLSAQ0xNzUyNDc5MDRqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 09 2024 11:20:18 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :edge://newtab/ | TIME OF ACCESS : Fri Feb 09 2024 11:20:22 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://web.whatsapp.com/ | TIME OF ACCESS : Fri Feb 09 2024 11:20:22 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.sammobile.com/news/galaxy-a55-connectivity-fast-charging-info-revealed/ | TIME OF ACCESS : Fri Feb 09 2024 11:20:28 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.bing.com/search?q=www.yahoomail.com login&gs_lcrp=EgZjaHJvbWUqBwgBEEUYwgMyBwgAEEUYwgMyBwgBEEUYwgMyBwgCEEUYwgMyBwgDEEUYwgMyBwgEEEUYwgMyBwgFEEUYwgMyBwgGEEUYwgMyBwgHEEUYwgPSAQ0xNzUyNjE5NTJqMGoxqAIIsAIB&FORM=ANSPA1&PC=U531 | TIME OF ACCESS : Fri Feb 09 2024 11:20:32 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 09 2024 11:21:28 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 11:21:38 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 11:31:54 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 09 2024 11:42:56 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 11:43:06 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/Login | TIME OF ACCESS : Fri Feb 09 2024 11:48:26 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 11:49:56 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 11:57:11 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 09 2024 11:57:31 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 11:57:41 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 09 2024 12:08:29 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 12:10:26 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 09 2024 12:11:34 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 12:12:14 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 12:13:04 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Fri Feb 09 2024 12:14:55 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 12:15:05 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.google.com/search?q=bard gemini app&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqEQgGEAAYAxhCGI8BGLQCGOoCMgkIABBFGDsYwgMyCQgBEEUYOxjCAzIRCAIQABgDGEIYjwEYtAIY6gIyEQgDEAAYAxhCGI8BGLQCGOoCMhEIBBAAGAMYQhiPARi0AhjqAjIRCAUQABgDGEIYjwEYtAIY6gIyEQgGEAAYAxhCGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBDTE3ODU3Mjc4MWowajeoAgiwAgE&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 09 2024 12:15:45 GMT+0530 (India Standard Time)
USER ID : 2012 | URL :https://www.bing.com/search?q=www.yahoomail.com login&qs=n&form=QBRE&sp=-1&lq=0&pq=www.yahoomail.com login&sc=19-23&sk=&cvid=1F07601D38974B83BAF9A711D95D50CE&ghsh=0&ghacc=0&ghpl= | TIME OF ACCESS : Fri Feb 09 2024 12:15:52 GMT+0530 (India Standard Time)
USER ID : 2013 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 13:03:53 GMT+0530 (India Standard Time)
USER ID : 2013 | URL :https://www.google.com/search?q=lal salaam movie ticket booking&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqEQgDEAAYAxhCGI8BGLQCGOoCMgkIABBFGDsYwgMyCQgBEEUYOxjCAzIJCAIQRRg7GMIDMhEIAxAAGAMYQhiPARi0AhjqAjIRCAQQABgDGEIYjwEYtAIY6gIyEQgFEAAYAxhCGI8BGLQCGOoCMhEIBhAAGAMYQhiPARi0AhjqAjIRCAcQABgDGEIYjwEYtAIY6gLSAQ0xODE0NjM4NjdqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 09 2024 13:03:53 GMT+0530 (India Standard Time)
USER ID : 2013 | URL :https://www.bing.com/search?q=notepad++&gs_lcrp=EgZjaHJvbWUqBwgDEEUYwgMyBwgAEEUYwgMyBwgBEEUYwgMyBwgCEEUYwgMyBwgDEEUYwgMyBwgEEEUYwgMyBwgFEEUYwgMyBwgGEEUYwgMyBwgHEEUYwgPSAQ0xODE0NzQ3NzFqMGoxqAIIsAIB&FORM=ANSPA1&PC=U531 | TIME OF ACCESS : Fri Feb 09 2024 13:04:09 GMT+0530 (India Standard Time)
USER ID : 2015 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 14:20:30 GMT+0530 (India Standard Time)
USER ID : 2015 | URL :https://localhost:44363/Dashboard/EditUser/2015 | TIME OF ACCESS : Fri Feb 09 2024 14:20:38 GMT+0530 (India Standard Time)
USER ID : 2018 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 15:34:51 GMT+0530 (India Standard Time)
USER ID : 2018 | URL :https://www.gsmarena.com/samsung_galaxy_a55-12824.php | TIME OF ACCESS : Fri Feb 09 2024 15:35:01 GMT+0530 (India Standard Time)
USER ID : 2018 | URL :https://www.bing.com/search?q=server manager&gs_lcrp=EgZjaHJvbWUqBwgBEEUYwgMyBwgAEEUYwgMyBwgBEEUYwgMyBwgCEEUYwgMyBwgDEEUYwgMyBwgEEEUYwgMyBwgFEEUYwgMyBwgGEEUYwgMyBwgHEEUYwgPSAQ0xOTA2MDI3MTZqMGoxqAIIsAIB&FORM=ANSPA1&PC=U531 | TIME OF ACCESS : Fri Feb 09 2024 15:36:13 GMT+0530 (India Standard Time)
USER ID : 2013 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Fri Feb 09 2024 16:26:03 GMT+0530 (India Standard Time)
USER ID : 2013 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 16:26:13 GMT+0530 (India Standard Time)
USER ID : 2013 | URL :edge://newtab/ | TIME OF ACCESS : Fri Feb 09 2024 16:30:23 GMT+0530 (India Standard Time)
USER ID : 2013 | URL :https://www.flipkart.com/?affid=affsiteplug&affExtParam1=083900f8dd5382797f9a03b897758563&affExtParam2=60827 | TIME OF ACCESS : Fri Feb 09 2024 16:30:33 GMT+0530 (India Standard Time)
USER ID : 2019 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Fri Feb 09 2024 19:23:29 GMT+0530 (India Standard Time)
USER ID : 2019 | URL :chrome://newtab/ | TIME OF ACCESS : Fri Feb 09 2024 19:23:29 GMT+0530 (India Standard Time)
USER ID : 2019 | URL :https://www.bing.com/search?q=www.yahoomail.com login&gs_lcrp=EgZjaHJvbWUqBwgBEEUYwgMyBwgAEEUYwgMyBwgBEEUYwgMyBwgCEEUYwgMyBwgDEEUYwgMyBwgEEEUYwgMyBwgFEEUYwgMyBwgGEEUYwgMyBwgHEEUYwgPSAQ0yMDQyNDU0NzNqMGoxqAIIsAIB&FORM=ANSPA1&PC=U531 | TIME OF ACCESS : Fri Feb 09 2024 19:23:39 GMT+0530 (India Standard Time)
USER ID : 2019 | URL :https://web.whatsapp.com/ | TIME OF ACCESS : Fri Feb 09 2024 19:23:39 GMT+0530 (India Standard Time)
USER ID : 2019 | URL :https://www.google.com/search?q=samsung galaxy a55 5g&rlz=1C1ONGR_enIN1085IN1086&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMhEIBBAAGAMYQhiPARi0AhjqAjIPCAUQLhgDGI8BGLQCGOoCMhEIBhAAGAMYQhiPARi0AhjqAjIRCAcQABgDGEIYjwEYtAIY6gLSAQ0yMDQyNDEzNDVqMGo3qAIIsAIB&sourceid=chrome&ie=UTF-8 | TIME OF ACCESS : Fri Feb 09 2024 19:23:39 GMT+0530 (India Standard Time)
USER ID : 2021 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Mon Feb 12 2024 14:20:19 GMT+0530 (India Standard Time)
USER ID : 2022 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Mon Feb 12 2024 16:48:01 GMT+0530 (India Standard Time)
USER ID : 3007 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 13 2024 12:40:16 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Dashboard/UserDashboard | TIME OF ACCESS : Tue Feb 13 2024 14:38:04 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/UserInformation | TIME OF ACCESS : Tue Feb 13 2024 14:39:04 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://localhost:44363/Login/StartTracking | TIME OF ACCESS : Tue Feb 13 2024 14:39:14 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :edge://newtab/ | TIME OF ACCESS : Tue Feb 13 2024 14:39:19 GMT+0530 (India Standard Time)
USER ID : 3008 | URL :https://www.bing.com/search?q=www.yahoomail.com login&gs_lcrp=EgZjaHJvbWUqBwgAEEUYwgMyBwgAEEUYwgMyBwgBEEUYwgMyBwgCEEUYwgMyBwgDEEUYwgMyBwgEEEUYwgMyBwgFEEUYwgMyBwgGEEUYwgMyBwgHEEUYwgPSAQwxNTYyMzkyM2owajGoAgiwAgE&FORM=ANNTA1&PC=U531 | TIME OF ACCESS : Tue Feb 13 2024 14:39:19 GMT+0530 (India Standard Time)
